Mon Dec  9 14:19:29 2024    test.prof

         22168758 function calls (21994485 primitive calls) in 205.113 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
577013/577010    0.774    0.000    0.774    0.000 {method 'format' of 'str' objects}
     2665    0.233    0.000    0.754    0.000 <frozen importlib._bootstrap_external>:755(_compile_bytecode)
     43/3    0.020    0.000    0.753    0.251 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\lib\mailbox.py:245(wait)
    24724    0.256    0.000    0.750    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\google\protobuf\internal\well_known_types.py:261(FromDatetime)
     1954    0.462    0.000    0.741    0.000 {built-in method torch.cat}
        1    0.000    0.000    0.735    0.735 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_init.py:1(<module>)
2245986/2242253    0.681    0.000    0.682    0.000 {built-in method builtins.len}
      143    0.001    0.000    0.672    0.005 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\cuda\__init__.py:116(is_available)
      148    0.666    0.004    0.666    0.004 {built-in method torch._C._cuda_getDeviceCount}
2750/2731    0.009    0.000    0.648    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
      430    0.026    0.000    0.640    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\rnn.py:1040(forward)
        1    0.000    0.000    0.631    0.631 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\tensor\_ops\_conv_ops.py:1(<module>)
      567    0.002    0.000    0.621    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\dataclasses.py:1264(wrap)
      567    0.036    0.000    0.620    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\dataclasses.py:921(_process_class)
    24724    0.619    0.000    0.619    0.000 {built-in method utcnow}
        1    0.000    0.000    0.611    0.611 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_login.py:217(update_session)
        1    0.000    0.000    0.611    0.611 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_setup.py:160(_update_user_settings)
        2    0.000    0.000    0.611    0.305 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_setup.py:215(_load_user_settings)
        1    0.000    0.000    0.611    0.611 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_setup.py:208(_load_viewer)
        1    0.000    0.000    0.611    0.611 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\lib\server.py:25(query_with_timeout)
        1    0.000    0.000    0.610    0.610 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\util.py:1187(wrapper)
      3/1    0.000    0.000    0.610    0.610 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\queue.py:154(get)
        1    0.000    0.000    0.609    0.609 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\util.py:1181(wrapped_target)
        1    0.000    0.000    0.609    0.609 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\apis\internal.py:84(viewer_server_info)
      2/1    0.000    0.000    0.605    0.605 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\apis\normalize.py:21(wrapper)
        1    0.000    0.000    0.605    0.605 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\internal\internal_api.py:936(viewer_server_info)
        2    0.000    0.000    0.601    0.301 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\internal\internal_api.py:364(gql)
        2    0.000    0.000    0.601    0.301 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\lib\retry.py:94(__call__)
        2    0.000    0.000    0.601    0.301 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\internal\internal_api.py:390(execute)
        2    0.000    0.000    0.601    0.301 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\gql-0.2.0\wandb_gql\client.py:48(execute)
        2    0.000    0.000    0.601    0.301 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\gql-0.2.0\wandb_gql\client.py:58(_get_result)
        2    0.000    0.000    0.601    0.301 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\lib\gql_request.py:42(execute)
        2    0.000    0.000    0.598    0.299 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\sessions.py:626(post)
        2    0.000    0.000    0.598    0.299 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\sessions.py:500(request)
      122    0.002    0.000    0.595    0.005 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_library\custom_ops.py:170(__init__)
        2    0.000    0.000    0.595    0.297 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\sessions.py:673(send)
        2    0.000    0.000    0.593    0.297 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\adapters.py:613(send)
        2    0.000    0.000    0.592    0.296 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\urllib3\connectionpool.py:594(urlopen)
        2    0.000    0.000    0.591    0.295 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\urllib3\connectionpool.py:379(_make_request)
      622    0.181    0.000    0.590    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\gymPacMan.py:202(get_Observation)
       44    0.001    0.000    0.588    0.013 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\captureGraphicsDisplay.py:333(animatePacman)
       44    0.001    0.000    0.587    0.013 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\captureGraphicsDisplay.py:326(movePacman)
      122    0.001    0.000    0.586    0.005 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_library\custom_ops.py:585(_register_to_dispatcher)
      430    0.312    0.001    0.572    0.001 {built-in method torch.lstm}
      211    0.106    0.001    0.571    0.003 {method 'readline' of '_io.BufferedReader' objects}
      140    0.002    0.000    0.563    0.004 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\lr_scheduler.py:133(wrapper)
      140    0.009    0.000    0.561    0.004 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\optimizer.py:467(wrapper)
      823    0.002    0.000    0.556    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\graphicsUtils.py:200(refresh)
  1027432    0.391    0.000    0.555    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\layout.py:64(isWall)
      823    0.002    0.000    0.554    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\tkinter\__init__.py:1375(update_idletasks)
     2579    0.019    0.000    0.553    0.000 <frozen ntpath>:705(realpath)
        2    0.000    0.000    0.547    0.274 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\captureGraphicsDisplay.py:187(initialize)
        1    0.000    0.000    0.547    0.547 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\tensor\_dtensor_spec.py:1(<module>)
        1    0.000    0.000    0.546    0.546 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\api.py:1(<module>)
        1    0.000    0.000    0.544    0.544 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\sessions.py:1(<module>)
        1    0.000    0.000    0.543    0.543 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\tensor\placement_types.py:1(<module>)
        1    0.000    0.000    0.542    0.542 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\adapters.py:1(<module>)
   322178    0.296    0.000    0.542    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\linecache.py:36(getlines)
      103    0.007    0.000    0.531    0.005 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\artist.py:159(_update_set_signature_and_docstring)
        1    0.000    0.000    0.528    0.528 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\apis\internal.py:1(<module>)
        1    0.000    0.000    0.526    0.526 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\internal\internal_api.py:1(<module>)
        1    0.524    0.524    0.524    0.524 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
      102    0.001    0.000    0.524    0.005 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\artist.py:126(__init_subclass__)
        1    0.000    0.000    0.518    0.518 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\tensor\_collective_utils.py:1(<module>)
        1    0.000    0.000    0.516    0.516 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\library.py:788(register)
      140    0.007    0.000    0.514    0.004 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\optimizer.py:72(_use_grad)
     2665    0.509    0.000    0.509    0.000 {built-in method marshal.loads}
      140    0.004    0.000    0.501    0.004 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\adam.py:189(step)
     5164    0.495    0.000    0.495    0.000 {built-in method nt._getfinalpathname}
   113/34    0.022    0.000    0.493    0.015 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_ops.py:275(py_impl)
    17209    0.287    0.000    0.492    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\traceback.py:441(from_list)
   322023    0.327    0.000    0.487    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\linecache.py:149(lazycache)
      153    0.002    0.000    0.476    0.003 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\inspect.py:1070(findsource)
        1    0.000    0.000    0.474    0.474 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\__init__.py:1(<module>)
        1    0.000    0.000    0.474    0.474 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\figure.py:1(<module>)
        2    0.000    0.000    0.468    0.234 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\urllib3\connection.py:481(getresponse)
        2    0.000    0.000    0.467    0.233 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\http\client.py:1384(getresponse)
        2    0.000    0.000    0.467    0.233 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\http\client.py:324(begin)
    47/46    0.000    0.000    0.466    0.010 <frozen importlib._bootstrap_external>:1291(create_module)
    47/46    0.448    0.010    0.466    0.010 {built-in method _imp.create_dynamic}
   269569    0.181    0.000    0.465    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\traceback.py:312(_original_line)
        2    0.000    0.000    0.465    0.233 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\http\client.py:291(_read_status)
        4    0.000    0.000    0.465    0.116 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\socket.py:706(readinto)
        4    0.000    0.000    0.465    0.116 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ssl.py:1236(recv_into)
        4    0.000    0.000    0.465    0.116 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ssl.py:1094(read)
        4    0.465    0.116    0.465    0.116 {method 'read' of '_ssl._SSLSocket' objects}
        2    0.000    0.000    0.460    0.230 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\captureGraphicsDisplay.py:199(startGraphics)
  378/376    0.010    0.000    0.450    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\inspect.py:988(getmodule)
        1    0.000    0.000    0.434    0.434 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\projections\__init__.py:1(<module>)
      420    0.089    0.000    0.432    0.001 {built-in method torch.bmm}
        5    0.000    0.000    0.418    0.084 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_setup.py:327(setup)
        5    0.000    0.000    0.418    0.084 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_setup.py:314(_setup)
        5    0.000    0.000    0.418    0.084 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_setup.py:296(__init__)
        1    0.000    0.000    0.417    0.417 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_setup.py:88(__init__)
      114    0.001    0.000    0.412    0.004 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\artist.py:1839(kwdoc)
      140    0.002    0.000    0.410    0.003 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\optimizer.py:140(maybe_fallback)
        2    0.000    0.000    0.407    0.204 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\gymPacMan.py:93(reset)
      140    0.020    0.000    0.406    0.003 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\adam.py:717(adam)
        1    0.000    0.000    0.406    0.406 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\batchnorm.py:1(<module>)
        1    0.000    0.000    0.402    0.402 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\internal\internal_api.py:578(server_info_introspection)
  2694/27    0.003    0.000    0.395    0.015 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\importlib\__init__.py:73(import_module)
  2699/27    0.003    0.000    0.395    0.015 <frozen importlib._bootstrap>:1375(_gcd_import)
      567    0.002    0.000    0.389    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\dataclasses.py:1247(dataclass)
     11/4    0.000    0.000    0.386    0.096 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_ops.py:144(py_functionalize_impl)
        1    0.000    0.000    0.381    0.381 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\colorbar.py:1(<module>)
        1    0.000    0.000    0.379    0.379 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_login.py:1(<module>)
        1    0.000    0.000    0.373    0.373 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_settings.py:1(<module>)
     2125    0.020    0.000    0.370    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\dataclasses.py:449(_create_fn)
292977/292840    0.175    0.000    0.362    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.354    0.354 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\backend_bases.py:3500(new_figure_manager)
      114    0.009    0.000    0.352    0.003 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\artist.py:1600(pprint_setters)
        1    0.000    0.000    0.351    0.351 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\backend_bases.py:3509(new_figure_manager_given_figure)
        1    0.000    0.000    0.351    0.351 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\backend_bases.py:1786(new_manager)
      140    0.028    0.000    0.351    0.003 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\adam.py:439(_multi_tensor_adam)
        1    0.000    0.000    0.351    0.351 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:476(create_with_canvas)
        4    0.000    0.000    0.347    0.087 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\git\cmd.py:1522(_call_process)
        4    0.000    0.000    0.347    0.087 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\git\cmd.py:1079(execute)
15846/14940    0.026    0.000    0.345    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:392(inner)
        1    0.000    0.000    0.340    0.340 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\backend\backend.py:1(<module>)
    21141    0.224    0.000    0.340    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
        1    0.000    0.000    0.334    0.334 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\lib\gitlib.py:1(<module>)
